,bike_id,weekday,start_hour,start_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_time,end_station_id,end_station_name,end_station_latitude,end_station_longitude,trip_duration,subscriber,birth_year,gender,gender_category,trip_duration_min,start_year,start_month,start_week,start_day,end_year,end_month,end_week,end_day,end_hour,days_category,peak_hours,avg_trip_duration_each_hour,day_of_week,hours_category
24778,18393,Sat,2,2013-09-14 02:44:03,128,MacDougal St & Prince St,40.72710258,-74.00297088,2013-09-14 03:07:47,534,Water - Whitehall Plaza,40.70255065,-74.0127234,1424,Subscriber,1949.0,1,Male,23,2013,9,37,14,2013,9,37,14,3,Weekend,Normal hours,12.2,7,0am - 5am
24794,16400,Sun,0,2013-09-08 00:27:42,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,2013-09-08 00:38:05,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,623,Subscriber,1980.0,1,Male,10,2013,9,36,8,2013,9,36,8,0,Weekend,Normal hours,13.1,1,0am - 5am
24799,16940,Sun,0,2013-09-01 00:22:45,490,8 Ave & W 33 St,40.751551,-73.993934,2013-09-01 00:43:20,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,1235,Non-Subscriber,,0,Unknown,20,2013,9,35,1,2013,9,35,1,0,Weekend,Normal hours,13.1,1,0am - 5am
24810,16926,Wed,5,2013-09-25 05:32:23,507,E 25 St & 2 Ave,40.73912601,-73.97973776,2013-09-25 05:44:43,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,740,Subscriber,1974.0,1,Male,12,2013,9,39,25,2013,9,39,25,5,Weekdays,Normal hours,10.2,4,0am - 5am
24856,16083,Sat,0,2013-09-28 00:34:23,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2013-09-28 00:41:16,439,E 4 St & 2 Ave,40.7262807,-73.98978041,413,Subscriber,1970.0,1,Male,6,2013,9,39,28,2013,9,39,28,0,Weekend,Normal hours,13.1,7,0am - 5am
24862,16870,Fri,4,2013-09-27 04:48:56,518,E 39 St & 2 Ave,40.74780373,-73.9734419,2013-09-27 04:59:23,445,E 10 St & Avenue A,40.72740794,-73.98142006,627,Subscriber,1990.0,1,Male,10,2013,9,39,27,2013,9,39,27,4,Weekdays,Normal hours,11.6,6,0am - 5am
24971,16218,Sun,0,2013-09-01 00:32:34,325,E 19 St & 3 Ave,40.73624527,-73.98473765,2013-09-01 00:43:05,238,Bank St & Washington St,40.7361967,-74.00859207,631,Subscriber,1961.0,1,Male,10,2013,9,35,1,2013,9,35,1,0,Weekend,Normal hours,13.1,1,0am - 5am
24982,20354,Thu,3,2013-09-12 03:58:52,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,2013-09-12 04:09:15,147,Greenwich St & Warren St,40.71542197,-74.01121978,623,Non-Subscriber,,0,Unknown,10,2013,9,37,12,2013,9,37,12,4,Weekdays,Normal hours,11.6,5,0am - 5am
24993,14976,Thu,3,2013-09-12 03:35:06,304,Broadway & Battery Pl,40.70463334,-74.01361706,2013-09-12 03:51:51,310,State St & Smith St,40.68926942,-73.98912867,1005,Subscriber,1982.0,1,Male,16,2013,9,37,12,2013,9,37,12,3,Weekdays,Normal hours,11.6,5,0am - 5am
25009,16400,Thu,0,2013-09-12 00:03:40,511,E 14 St & Avenue B,40.72938685,-73.97772429,2013-09-12 00:12:51,297,E 15 St & 3 Ave,40.734232,-73.986923,551,Subscriber,1976.0,1,Male,9,2013,9,37,12,2013,9,37,12,0,Weekdays,Normal hours,13.1,5,0am - 5am
25020,16468,Sat,0,2013-09-28 00:06:07,459,W 20 St & 11 Ave,40.746745,-74.007756,2013-09-28 00:12:52,212,W 16 St & The High Line,40.74334935,-74.00681753,405,Subscriber,1993.0,1,Male,6,2013,9,39,28,2013,9,39,28,0,Weekend,Normal hours,13.1,7,0am - 5am
25022,19325,Thu,0,2013-09-05 00:02:42,521,8 Ave & W 31 St,40.75044999,-73.99481051,2013-09-05 00:26:59,328,Watts St & Greenwich St,40.72405549,-74.00965965,1457,Subscriber,1982.0,2,Female,24,2013,9,36,5,2013,9,36,5,0,Weekdays,Normal hours,13.1,5,0am - 5am
25034,15795,Sun,1,2013-09-08 01:03:43,317,E 6 St & Avenue B,40.72453734,-73.98185424,2013-09-08 01:22:51,497,E 17 St & Broadway,40.73704984,-73.99009296,1148,Non-Subscriber,,0,Unknown,19,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
25100,15396,Thu,0,2013-09-12 00:10:26,2000,Front St & Washington St,40.70255088,-73.98940236,2013-09-12 00:29:09,263,Elizabeth St & Hester St,40.71729,-73.996375,1123,Subscriber,1982.0,2,Female,18,2013,9,37,12,2013,9,37,12,0,Weekdays,Normal hours,13.1,5,0am - 5am
25141,19816,Fri,5,2013-09-13 05:25:30,362,Broadway & W 37 St,40.75172632,-73.98753523,2013-09-13 05:32:14,519,Pershing Square N,40.75188406,-73.97770164,404,Subscriber,1972.0,1,Male,6,2013,9,37,13,2013,9,37,13,5,Weekdays,Normal hours,10.2,6,0am - 5am
25158,19949,Sat,4,2013-09-07 04:30:20,355,Bayard St & Baxter St,40.71602118,-73.99974372,2013-09-07 04:45:17,507,E 25 St & 2 Ave,40.73912601,-73.97973776,897,Subscriber,1978.0,2,Female,14,2013,9,36,7,2013,9,36,7,4,Weekend,Normal hours,11.6,7,0am - 5am
25167,15572,Fri,2,2013-09-06 02:18:26,229,Great Jones St,40.72743423,-73.99379025,2013-09-06 02:58:29,320,Church St & Leonard St,40.71743998,-74.00583475,2403,Subscriber,1983.0,1,Male,40,2013,9,36,6,2013,9,36,6,2,Weekdays,Normal hours,12.2,6,0am - 5am
25242,17562,Sun,0,2013-09-08 00:32:03,128,MacDougal St & Prince St,40.72710258,-74.00297088,2013-09-08 00:47:58,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,955,Subscriber,1965.0,2,Female,15,2013,9,36,8,2013,9,36,8,0,Weekend,Normal hours,13.1,1,0am - 5am
25286,17161,Sat,0,2013-09-07 00:10:24,173,Broadway & W 49 St,40.76064679,-73.98442659,2013-09-07 00:23:41,474,5 Ave & E 29 St,40.7451677,-73.98683077,797,Non-Subscriber,,0,Unknown,13,2013,9,36,7,2013,9,36,7,0,Weekend,Normal hours,13.1,7,0am - 5am
25405,16048,Tue,2,2013-09-03 02:37:35,433,E 13 St & Avenue A,40.72955361,-73.98057249,2013-09-03 03:00:22,326,E 11 St & 1 Ave,40.72953837,-73.98426726,1367,Subscriber,1985.0,1,Male,22,2013,9,36,3,2013,9,36,3,3,Weekdays,Normal hours,12.2,3,0am - 5am
25415,19118,Thu,1,2013-09-26 01:32:32,479,9 Ave & W 45 St,40.76019252,-73.9912551,2013-09-26 01:46:17,466,W 25 St & 6 Ave,40.74395411,-73.99144871,825,Subscriber,1950.0,1,Male,13,2013,9,39,26,2013,9,39,26,1,Weekdays,Normal hours,13.1,5,0am - 5am
25416,19119,Sat,1,2013-09-28 01:56:44,3002,South End Ave & Liberty St,40.711512,-74.015756,2013-09-28 02:05:06,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,502,Subscriber,1984.0,2,Female,8,2013,9,39,28,2013,9,39,28,2,Weekend,Normal hours,13.1,7,0am - 5am
25521,15192,Fri,0,2013-09-13 00:25:19,463,9 Ave & W 16 St,40.74206539,-74.00443172,2013-09-13 00:40:52,507,E 25 St & 2 Ave,40.73912601,-73.97973776,933,Subscriber,1947.0,1,Male,15,2013,9,37,13,2013,9,37,13,0,Weekdays,Normal hours,13.1,6,0am - 5am
25680,18326,Sat,0,2013-09-28 00:29:35,391,Clark St & Henry St,40.69760127,-73.99344559,2013-09-28 00:32:07,406,Hicks St & Montague St,40.69512845,-73.99595065,152,Subscriber,1990.0,1,Male,2,2013,9,39,28,2013,9,39,28,0,Weekend,Normal hours,13.1,7,0am - 5am
25735,15210,Wed,2,2013-09-11 02:02:18,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,2013-09-11 02:08:42,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,384,Subscriber,1991.0,1,Male,6,2013,9,37,11,2013,9,37,11,2,Weekdays,Normal hours,12.2,4,0am - 5am
25791,17806,Wed,1,2013-09-11 01:30:17,415,Pearl St & Hanover Square,40.7047177,-74.00926027,2013-09-11 01:33:45,316,Fulton St & William St,40.70955958,-74.00653609,208,Subscriber,1991.0,2,Female,3,2013,9,37,11,2013,9,37,11,1,Weekdays,Normal hours,13.1,4,0am - 5am
25808,16400,Wed,1,2013-09-04 01:15:03,518,E 39 St & 2 Ave,40.74780373,-73.9734419,2013-09-04 01:19:01,476,E 31 St & 3 Ave,40.74394314,-73.97966069,238,Subscriber,1990.0,2,Female,3,2013,9,36,4,2013,9,36,4,1,Weekdays,Normal hours,13.1,4,0am - 5am
25809,19454,Sun,0,2013-09-08 00:36:34,459,W 20 St & 11 Ave,40.746745,-74.007756,2013-09-08 01:04:16,174,E 25 St & 1 Ave,40.7381765,-73.97738662,1662,Non-Subscriber,,0,Unknown,27,2013,9,36,8,2013,9,36,8,1,Weekend,Normal hours,13.1,1,0am - 5am
25843,18687,Thu,0,2013-09-05 00:48:48,293,Lafayette St & E 8 St,40.73028666,-73.9907647,2013-09-05 00:58:55,486,Broadway & W 29 St,40.7462009,-73.98855723,607,Non-Subscriber,,0,Unknown,10,2013,9,36,5,2013,9,36,5,0,Weekdays,Normal hours,13.1,5,0am - 5am
25854,19152,Thu,1,2013-09-26 01:25:57,508,W 46 St & 11 Ave,40.76341379,-73.99667444,2013-09-26 01:33:35,458,11 Ave & W 27 St,40.751396,-74.005226,458,Subscriber,1983.0,1,Male,7,2013,9,39,26,2013,9,39,26,1,Weekdays,Normal hours,13.1,5,0am - 5am
25921,17259,Fri,1,2013-09-06 01:35:33,330,Reade St & Broadway,40.71450451,-74.00562789,2013-09-06 01:44:35,502,Henry St & Grand St,40.714215,-73.981346,542,Subscriber,1966.0,1,Male,9,2013,9,36,6,2013,9,36,6,1,Weekdays,Normal hours,13.1,6,0am - 5am
25923,16577,Wed,4,2013-09-04 04:00:48,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,2013-09-04 04:13:10,290,2 Ave & E 58 St,40.76020258,-73.96478473,742,Non-Subscriber,,0,Unknown,12,2013,9,36,4,2013,9,36,4,4,Weekdays,Normal hours,11.6,4,0am - 5am
26028,17488,Fri,0,2013-09-20 00:41:12,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2013-09-20 00:45:31,253,W 13 St & 5 Ave,40.73543934,-73.99453948,259,Subscriber,1980.0,1,Male,4,2013,9,38,20,2013,9,38,20,0,Weekdays,Normal hours,13.1,6,0am - 5am
26049,18149,Mon,5,2013-09-23 05:48:44,422,W 59 St & 10 Ave,40.770513,-73.988038,2013-09-23 05:56:13,305,E 58 St & 3 Ave,40.76095756,-73.96724467,449,Subscriber,1982.0,1,Male,7,2013,9,39,23,2013,9,39,23,5,Weekdays,Normal hours,10.2,2,0am - 5am
26122,17806,Thu,3,2013-09-19 03:22:02,426,West St & Chambers St,40.71754834,-74.01322069,2013-09-19 03:30:02,360,William St & Pine St,40.70717936,-74.00887308,480,Non-Subscriber,,0,Unknown,8,2013,9,38,19,2013,9,38,19,3,Weekdays,Normal hours,11.6,5,0am - 5am
26133,19944,Sat,1,2013-09-07 01:58:17,511,E 14 St & Avenue B,40.72938685,-73.97772429,2013-09-07 02:07:44,382,University Pl & E 14 St,40.73492695,-73.99200509,567,Subscriber,1987.0,1,Male,9,2013,9,36,7,2013,9,36,7,2,Weekend,Normal hours,13.1,7,0am - 5am
26185,18933,Thu,5,2013-09-19 05:29:06,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,2013-09-19 05:35:28,352,W 56 St & 6 Ave,40.76340613,-73.97722479,382,Subscriber,1974.0,1,Male,6,2013,9,38,19,2013,9,38,19,5,Weekdays,Normal hours,10.2,5,0am - 5am
26234,17402,Mon,1,2013-09-02 01:07:32,243,Fulton St & Rockwell Pl,40.687979,-73.978474,2013-09-02 01:10:50,485,W 37 St & 5 Ave,40.75038009,-73.98338988,198,Non-Subscriber,,0,Unknown,3,2013,9,36,2,2013,9,36,2,1,Weekdays,Normal hours,13.1,2,0am - 5am
26267,19192,Sat,0,2013-09-21 00:49:41,432,E 7 St & Avenue A,40.72621788,-73.98379855,2013-09-21 01:00:00,507,E 25 St & 2 Ave,40.73912601,-73.97973776,619,Subscriber,1987.0,1,Male,10,2013,9,38,21,2013,9,38,21,1,Weekend,Normal hours,13.1,7,0am - 5am
26418,15413,Mon,1,2013-09-02 01:43:55,147,Greenwich St & Warren St,40.71542197,-74.01121978,2013-09-02 02:06:51,304,Broadway & Battery Pl,40.70463334,-74.01361706,1376,Non-Subscriber,,0,Unknown,22,2013,9,36,2,2013,9,36,2,2,Weekdays,Normal hours,13.1,2,0am - 5am
26431,18665,Wed,5,2013-09-11 05:55:43,478,11 Ave & W 41 St,40.76030096,-73.99884222,2013-09-11 06:06:10,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,627,Subscriber,1979.0,1,Male,10,2013,9,37,11,2013,9,37,11,6,Weekdays,Normal hours,10.2,4,0am - 5am
26484,17451,Sat,1,2013-09-14 01:37:53,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,2013-09-14 01:50:52,349,Rivington St & Ridge St,40.71850211,-73.98329859,779,Subscriber,1990.0,1,Male,12,2013,9,37,14,2013,9,37,14,1,Weekend,Normal hours,13.1,7,0am - 5am
26513,15925,Sun,4,2013-09-08 04:48:35,254,W 11 St & 6 Ave,40.73532427,-73.99800419,2013-09-08 04:55:54,504,1 Ave & E 15 St,40.73221853,-73.98165557,439,Subscriber,1978.0,1,Male,7,2013,9,36,8,2013,9,36,8,4,Weekend,Normal hours,11.6,1,0am - 5am
26638,16030,Wed,1,2013-09-11 01:34:28,527,E 33 St & 1 Ave,40.74315566,-73.97434726,2013-09-11 01:41:53,385,E 55 St & 2 Ave,40.75797322,-73.96603308,445,Subscriber,1985.0,1,Male,7,2013,9,37,11,2013,9,37,11,1,Weekdays,Normal hours,13.1,4,0am - 5am
26645,16542,Sun,4,2013-09-15 04:11:31,505,6 Ave & W 33 St,40.74901271,-73.98848395,2013-09-15 04:16:06,469,Broadway & W 53 St,40.76344058,-73.98268129,275,Subscriber,1981.0,1,Male,4,2013,9,37,15,2013,9,37,15,4,Weekend,Normal hours,11.6,1,0am - 5am
26668,17403,Sun,0,2013-09-15 00:27:05,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,2013-09-15 00:34:45,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,460,Subscriber,1977.0,2,Female,7,2013,9,37,15,2013,9,37,15,0,Weekend,Normal hours,13.1,1,0am - 5am
26671,15584,Sat,0,2013-09-28 00:02:07,152,Warren St & Church St,40.71473993,-74.00910627,2013-09-28 00:07:13,316,Fulton St & William St,40.70955958,-74.00653609,306,Subscriber,1990.0,1,Male,5,2013,9,39,28,2013,9,39,28,0,Weekend,Normal hours,13.1,7,0am - 5am
26681,18567,Sat,1,2013-09-28 01:39:55,316,Fulton St & William St,40.70955958,-74.00653609,2013-09-28 01:46:16,426,West St & Chambers St,40.71754834,-74.01322069,381,Subscriber,1994.0,1,Male,6,2013,9,39,28,2013,9,39,28,1,Weekend,Normal hours,13.1,7,0am - 5am
26741,19746,Wed,0,2013-09-18 00:39:50,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2013-09-18 00:50:38,432,E 7 St & Avenue A,40.72621788,-73.98379855,648,Subscriber,1993.0,1,Male,10,2013,9,38,18,2013,9,38,18,0,Weekdays,Normal hours,13.1,4,0am - 5am
26778,14985,Tue,5,2013-09-24 05:39:43,468,Broadway & W 55 St,40.7652654,-73.98192338,2013-09-24 05:46:12,167,E 39 St & 3 Ave,40.7489006,-73.97604882,389,Subscriber,1981.0,1,Male,6,2013,9,39,24,2013,9,39,24,5,Weekdays,Normal hours,10.2,3,0am - 5am
26786,15385,Tue,0,2013-09-10 00:00:46,450,W 49 St & 8 Ave,40.76227205,-73.98788205,2013-09-10 00:06:26,479,9 Ave & W 45 St,40.76019252,-73.9912551,340,Subscriber,1951.0,2,Female,5,2013,9,37,10,2013,9,37,10,0,Weekdays,Normal hours,13.1,3,0am - 5am
26830,17462,Wed,5,2013-09-25 05:31:47,521,8 Ave & W 31 St,40.75044999,-73.99481051,2013-09-25 05:38:27,459,W 20 St & 11 Ave,40.746745,-74.007756,400,Subscriber,1955.0,1,Male,6,2013,9,39,25,2013,9,39,25,5,Weekdays,Normal hours,10.2,4,0am - 5am
26854,19937,Sun,2,2013-09-01 02:57:16,233,Joralemon St & Adams St,40.69246277,-73.98963911,2013-09-01 03:00:37,310,State St & Smith St,40.68926942,-73.98912867,201,Subscriber,1980.0,1,Male,3,2013,9,35,1,2013,9,35,1,3,Weekend,Normal hours,12.2,1,0am - 5am
26856,16942,Sun,1,2013-09-01 01:55:35,483,E 12 St & 3 Ave,40.73223272,-73.98889957,2013-09-01 02:06:02,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,627,Subscriber,1951.0,1,Male,10,2013,9,35,1,2013,9,35,1,2,Weekend,Normal hours,13.1,1,0am - 5am
26925,18181,Fri,0,2013-09-06 00:50:55,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2013-09-06 08:16:32,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2697,Subscriber,1990.0,2,Female,44,2013,9,36,6,2013,9,36,6,8,Weekdays,Normal hours,13.1,6,0am - 5am
26969,16206,Sun,0,2013-09-08 00:10:16,471,Grand St & Havemeyer St,40.71286844,-73.95698119,2013-09-08 00:36:15,527,E 33 St & 1 Ave,40.74315566,-73.97434726,1559,Subscriber,1973.0,1,Male,25,2013,9,36,8,2013,9,36,8,0,Weekend,Normal hours,13.1,1,0am - 5am
26992,18149,Fri,0,2013-09-06 00:15:56,345,W 13 St & 6 Ave,40.73649403,-73.99704374,2013-09-06 00:21:24,402,Broadway & E 22 St,40.7403432,-73.98955109,328,Non-Subscriber,,0,Unknown,5,2013,9,36,6,2013,9,36,6,0,Weekdays,Normal hours,13.1,6,0am - 5am
27030,15877,Sun,1,2013-09-15 01:32:48,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2013-09-15 01:41:00,512,W 29 St & 9 Ave,40.7500727,-73.99839279,492,Subscriber,1975.0,1,Male,8,2013,9,37,15,2013,9,37,15,1,Weekend,Normal hours,13.1,1,0am - 5am
27095,17109,Sun,1,2013-09-15 01:52:13,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,2013-09-15 02:11:57,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,1184,Non-Subscriber,,0,Unknown,19,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,13.1,1,0am - 5am
27140,20156,Thu,0,2013-09-26 00:07:18,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2013-09-26 00:30:00,375,Mercer St & Bleecker St,40.72679454,-73.99695094,1362,Subscriber,1988.0,1,Male,22,2013,9,39,26,2013,9,39,26,0,Weekdays,Normal hours,13.1,5,0am - 5am
27221,19748,Fri,1,2013-09-06 01:22:32,317,E 6 St & Avenue B,40.72453734,-73.98185424,2013-09-06 01:28:47,293,Lafayette St & E 8 St,40.73028666,-73.9907647,375,Subscriber,1985.0,1,Male,6,2013,9,36,6,2013,9,36,6,1,Weekdays,Normal hours,13.1,6,0am - 5am
27241,19028,Fri,3,2013-09-27 03:07:00,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,2013-09-27 03:13:07,401,Allen St & Rivington St,40.72019576,-73.98997825,367,Non-Subscriber,,0,Unknown,6,2013,9,39,27,2013,9,39,27,3,Weekdays,Normal hours,11.6,6,0am - 5am
27246,16098,Sun,2,2013-09-15 02:18:58,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,2013-09-15 02:26:24,254,W 11 St & 6 Ave,40.73532427,-73.99800419,446,Subscriber,1965.0,1,Male,7,2013,9,37,15,2013,9,37,15,2,Weekend,Normal hours,12.2,1,0am - 5am
27413,15316,Thu,2,2013-09-12 02:29:06,504,1 Ave & E 15 St,40.73221853,-73.98165557,2013-09-12 02:33:06,545,E 23 St & 1 Ave,40.736502,-73.97809472,240,Subscriber,1975.0,1,Male,4,2013,9,37,12,2013,9,37,12,2,Weekdays,Normal hours,12.2,5,0am - 5am
27452,15559,Mon,1,2013-09-02 01:42:12,355,Bayard St & Baxter St,40.71602118,-73.99974372,2013-09-02 02:01:38,388,W 26 St & 10 Ave,40.749717753,-74.002950346,1166,Subscriber,1950.0,1,Male,19,2013,9,36,2,2013,9,36,2,2,Weekdays,Normal hours,13.1,2,0am - 5am
27541,15572,Sun,3,2013-09-01 03:01:15,334,W 20 St & 7 Ave,40.74238787,-73.99726235,2013-09-01 03:14:21,489,10 Ave & W 28 St,40.75066386,-74.00176802,786,Non-Subscriber,,0,Unknown,13,2013,9,35,1,2013,9,35,1,3,Weekend,Normal hours,11.6,1,0am - 5am
27550,16922,Wed,5,2013-09-04 05:33:00,2003,1 Ave & E 18 St,40.73416059,-73.98024289,2013-09-04 05:38:06,475,E 16 St & Irving Pl,40.73524276,-73.98758561,306,Subscriber,1990.0,1,Male,5,2013,9,36,4,2013,9,36,4,5,Weekdays,Normal hours,10.2,4,0am - 5am
27608,16738,Sun,4,2013-09-15 04:06:40,394,E 9 St & Avenue C,40.72521311,-73.97768752,2013-09-15 04:35:18,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,1718,Subscriber,1950.0,1,Male,28,2013,9,37,15,2013,9,37,15,4,Weekend,Normal hours,11.6,1,0am - 5am
27613,17027,Thu,1,2013-09-12 01:09:05,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2013-09-12 01:16:31,531,Forsyth St & Broome St,40.71893904,-73.99266288,446,Non-Subscriber,,0,Unknown,7,2013,9,37,12,2013,9,37,12,1,Weekdays,Normal hours,13.1,5,0am - 5am
27689,16237,Wed,5,2013-09-18 05:50:34,217,Old Fulton St,40.70277159,-73.99383605,2013-09-18 06:20:28,391,Clark St & Henry St,40.69760127,-73.99344559,1794,Subscriber,1975.0,1,Male,29,2013,9,38,18,2013,9,38,18,6,Weekdays,Normal hours,10.2,4,0am - 5am
27773,20055,Wed,5,2013-09-18 05:27:39,498,Broadway & W 32 St,40.74854862,-73.98808416,2013-09-18 06:07:17,512,W 29 St & 9 Ave,40.7500727,-73.99839279,2378,Subscriber,1981.0,1,Male,39,2013,9,38,18,2013,9,38,18,6,Weekdays,Normal hours,10.2,4,0am - 5am
27809,15791,Sun,0,2013-09-08 00:33:37,375,Mercer St & Bleecker St,40.72679454,-73.99695094,2013-09-08 00:40:19,439,E 4 St & 2 Ave,40.7262807,-73.98978041,402,Non-Subscriber,,0,Unknown,6,2013,9,36,8,2013,9,36,8,0,Weekend,Normal hours,13.1,1,0am - 5am
27820,16981,Sat,0,2013-09-07 00:07:45,518,E 39 St & 2 Ave,40.74780373,-73.9734419,2013-09-07 00:13:18,528,2 Ave & E 31 St,40.74290902,-73.97706058,333,Subscriber,1986.0,1,Male,5,2013,9,36,7,2013,9,36,7,0,Weekend,Normal hours,13.1,7,0am - 5am
27830,17024,Sun,1,2013-09-01 01:26:24,254,W 11 St & 6 Ave,40.73532427,-73.99800419,2013-09-01 01:30:22,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,238,Subscriber,1996.0,1,Male,3,2013,9,35,1,2013,9,35,1,1,Weekend,Normal hours,13.1,1,0am - 5am
27839,17786,Mon,0,2013-09-02 00:06:09,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,2013-09-02 00:20:38,457,Broadway & W 58 St,40.76695317,-73.98169333,869,Non-Subscriber,,0,Unknown,14,2013,9,36,2,2013,9,36,2,0,Weekdays,Normal hours,13.1,2,0am - 5am
27934,18352,Thu,5,2013-09-19 05:51:54,402,Broadway & E 22 St,40.7403432,-73.98955109,2013-09-19 06:01:21,212,W 16 St & The High Line,40.74334935,-74.00681753,567,Subscriber,1954.0,1,Male,9,2013,9,38,19,2013,9,38,19,6,Weekdays,Normal hours,10.2,5,0am - 5am
27948,15493,Sat,0,2013-09-28 00:19:57,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,2013-09-28 00:36:16,195,Liberty St & Broadway,40.70905623,-74.01043382,979,Subscriber,1987.0,1,Male,16,2013,9,39,28,2013,9,39,28,0,Weekend,Normal hours,13.1,7,0am - 5am
27958,15413,Sun,1,2013-09-01 01:40:31,459,W 20 St & 11 Ave,40.746745,-74.007756,2013-09-01 01:56:14,479,9 Ave & W 45 St,40.76019252,-73.9912551,943,Subscriber,1976.0,1,Male,15,2013,9,35,1,2013,9,35,1,1,Weekend,Normal hours,13.1,1,0am - 5am
27971,17616,Mon,0,2013-09-02 00:44:39,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,2013-09-02 00:52:51,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,492,Subscriber,1975.0,2,Female,8,2013,9,36,2,2013,9,36,2,0,Weekdays,Normal hours,13.1,2,0am - 5am
28017,18133,Tue,3,2013-09-24 03:01:42,280,E 10 St & 5 Ave,40.73331967,-73.99510132,2013-09-24 03:07:33,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,351,Subscriber,1977.0,1,Male,5,2013,9,39,24,2013,9,39,24,3,Weekdays,Normal hours,11.6,3,0am - 5am
28037,17252,Thu,1,2013-09-05 01:59:58,335,Washington Pl & Broadway,40.72903917,-73.99404649,2013-09-05 02:08:19,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,501,Subscriber,1974.0,1,Male,8,2013,9,36,5,2013,9,36,5,2,Weekdays,Normal hours,13.1,5,0am - 5am
28045,17786,Tue,5,2013-09-10 05:49:23,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,2013-09-10 05:54:33,445,E 10 St & Avenue A,40.72740794,-73.98142006,310,Subscriber,1979.0,1,Male,5,2013,9,37,10,2013,9,37,10,5,Weekdays,Normal hours,10.2,3,0am - 5am
28065,16022,Sun,0,2013-09-08 00:25:20,483,E 12 St & 3 Ave,40.73223272,-73.98889957,2013-09-08 11:40:29,345,W 13 St & 6 Ave,40.73649403,-73.99704374,2697,Subscriber,1985.0,2,Female,44,2013,9,36,8,2013,9,36,8,11,Weekend,Normal hours,13.1,1,0am - 5am
28081,19564,Thu,4,2013-09-12 04:59:43,462,W 22 St & 10 Ave,40.74691959,-74.00451887,2013-09-12 05:17:12,440,E 45 St & 3 Ave,40.75255434,-73.97282625,1049,Subscriber,1962.0,2,Female,17,2013,9,37,12,2013,9,37,12,5,Weekdays,Normal hours,11.6,5,0am - 5am
28104,16107,Sat,1,2013-09-28 01:21:18,400,Pitt St & Stanton St,40.71926081,-73.98178024,2013-09-28 01:30:19,174,E 25 St & 1 Ave,40.7381765,-73.97738662,541,Subscriber,1985.0,1,Male,9,2013,9,39,28,2013,9,39,28,1,Weekend,Normal hours,13.1,7,0am - 5am
28246,18872,Thu,1,2013-09-12 01:09:28,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2013-09-12 01:15:45,507,E 25 St & 2 Ave,40.73912601,-73.97973776,377,Subscriber,1980.0,1,Male,6,2013,9,37,12,2013,9,37,12,1,Weekdays,Normal hours,13.1,5,0am - 5am
28277,20055,Thu,5,2013-09-19 05:16:09,446,W 24 St & 7 Ave,40.74487634,-73.99529885,2013-09-19 05:31:55,329,Greenwich St & N Moore St,40.72043411,-74.01020609,946,Subscriber,1966.0,1,Male,15,2013,9,38,19,2013,9,38,19,5,Weekdays,Normal hours,10.2,5,0am - 5am
