,start_station_id,start_station_name,end_station_name,start_station_latitude,start_station_longitude,average_daily_rides
27259,319,Park Pl & Church St,Washington Pl & Broadway,40.71336124,-74.00937622,5.333333333333333
27261,319,Park Pl & Church St,6 Ave & W 33 St,40.71336124,-74.00937622,5.333333333333333
27262,319,Park Pl & Church St,E 47 St & 2 Ave,40.71336124,-74.00937622,5.333333333333333
27263,319,Park Pl & Church St,E 4 St & 2 Ave,40.71336124,-74.00937622,5.333333333333333
27264,319,Park Pl & Church St,Sullivan St & Washington Sq,40.71336124,-74.00937622,5.333333333333333
27265,319,Park Pl & Church St,Jay St & Tech Pl,40.71336124,-74.00937622,5.333333333333333
27266,319,Park Pl & Church St,E 15 St & 3 Ave,40.71336124,-74.00937622,5.333333333333333
27267,319,Park Pl & Church St,State St & Smith St,40.71336124,-74.00937622,5.333333333333333
27268,319,Park Pl & Church St,Atlantic Ave & Fort Greene Pl,40.71336124,-74.00937622,5.333333333333333
27274,319,Park Pl & Church St,Broad St & Bridge St,40.71336124,-74.00937622,5.333333333333333
27276,319,Park Pl & Church St,W 43 St & 10 Ave,40.71336124,-74.00937622,5.333333333333333
27279,319,Park Pl & Church St,Bank St & Hudson St,40.71336124,-74.00937622,5.333333333333333
27281,319,Park Pl & Church St,Lawrence St & Willoughby St,40.71336124,-74.00937622,5.333333333333333
27284,319,Park Pl & Church St,West St & Chambers St,40.71336124,-74.00937622,5.333333333333333
27286,319,Park Pl & Church St,W 39 St & 9 Ave,40.71336124,-74.00937622,5.333333333333333
27287,319,Park Pl & Church St,MacDougal St & Prince St,40.71336124,-74.00937622,5.333333333333333
27289,319,Park Pl & Church St,Clinton St & Grand St,40.71336124,-74.00937622,5.333333333333333
27290,319,Park Pl & Church St,W 22 St & 10 Ave,40.71336124,-74.00937622,5.333333333333333
27291,319,Park Pl & Church St,Harrison St & Hudson St,40.71336124,-74.00937622,5.333333333333333
27293,319,Park Pl & Church St,E 2 St & 2 Ave,40.71336124,-74.00937622,5.333333333333333
27294,319,Park Pl & Church St,9 Ave & W 14 St,40.71336124,-74.00937622,5.333333333333333
27295,284,Greenwich Ave & 8 Ave,W 26 St & 10 Ave,40.7390169121,-74.0026376103,11.821428571428571
27296,284,Greenwich Ave & 8 Ave,Greenwich St & N Moore St,40.7390169121,-74.0026376103,11.821428571428571
27298,284,Greenwich Ave & 8 Ave,11 Ave & W 27 St,40.7390169121,-74.0026376103,11.821428571428571
27299,284,Greenwich Ave & 8 Ave,Bank St & Hudson St,40.7390169121,-74.0026376103,11.821428571428571
27300,284,Greenwich Ave & 8 Ave,E 2 St & Avenue C,40.7390169121,-74.0026376103,11.821428571428571
27301,284,Greenwich Ave & 8 Ave,Carmine St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27302,284,Greenwich Ave & 8 Ave,Warren St & Church St,40.7390169121,-74.0026376103,11.821428571428571
27303,284,Greenwich Ave & 8 Ave,W 22 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27304,284,Greenwich Ave & 8 Ave,W 21 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27305,284,Greenwich Ave & 8 Ave,Division St & Bowery,40.7390169121,-74.0026376103,11.821428571428571
27306,284,Greenwich Ave & 8 Ave,West St & Chambers St,40.7390169121,-74.0026376103,11.821428571428571
27307,284,Greenwich Ave & 8 Ave,8 Ave & W 33 St,40.7390169121,-74.0026376103,11.821428571428571
27308,284,Greenwich Ave & 8 Ave,Washington Pl & Broadway,40.7390169121,-74.0026376103,11.821428571428571
27309,284,Greenwich Ave & 8 Ave,Broadway & E 14 St,40.7390169121,-74.0026376103,11.821428571428571
27311,284,Greenwich Ave & 8 Ave,9 Ave & W 14 St,40.7390169121,-74.0026376103,11.821428571428571
27312,284,Greenwich Ave & 8 Ave,S 3 St & Bedford Ave,40.7390169121,-74.0026376103,11.821428571428571
27313,284,Greenwich Ave & 8 Ave,W 34 St & 11 Ave,40.7390169121,-74.0026376103,11.821428571428571
27314,284,Greenwich Ave & 8 Ave,Greenwich Ave & Charles St,40.7390169121,-74.0026376103,11.821428571428571
27315,284,Greenwich Ave & 8 Ave,MacDougal St & Washington Sq,40.7390169121,-74.0026376103,11.821428571428571
27316,284,Greenwich Ave & 8 Ave,Lefferts Pl & Franklin Ave,40.7390169121,-74.0026376103,11.821428571428571
27320,284,Greenwich Ave & 8 Ave,Perry St & Bleecker St,40.7390169121,-74.0026376103,11.821428571428571
27322,284,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27324,284,Greenwich Ave & 8 Ave,Washington St & Gansevoort St,40.7390169121,-74.0026376103,11.821428571428571
27325,284,Greenwich Ave & 8 Ave,MacDougal St & Prince St,40.7390169121,-74.0026376103,11.821428571428571
27327,284,Greenwich Ave & 8 Ave,E 20 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27328,284,Greenwich Ave & 8 Ave,W 20 St & 11 Ave,40.7390169121,-74.0026376103,11.821428571428571
27329,284,Greenwich Ave & 8 Ave,E 10 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27330,284,Greenwich Ave & 8 Ave,South St & Gouverneur Ln,40.7390169121,-74.0026376103,11.821428571428571
27331,284,Greenwich Ave & 8 Ave,W 37 St & 10 Ave,40.7390169121,-74.0026376103,11.821428571428571
27332,284,Greenwich Ave & 8 Ave,W 11 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27334,284,Greenwich Ave & 8 Ave,E 31 St & 3 Ave,40.7390169121,-74.0026376103,11.821428571428571
27335,284,Greenwich Ave & 8 Ave,W 13 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27336,284,Greenwich Ave & 8 Ave,W 20 St & 7 Ave,40.7390169121,-74.0026376103,11.821428571428571
27339,284,Greenwich Ave & 8 Ave,6 Ave & Broome St,40.7390169121,-74.0026376103,11.821428571428571
27342,284,Greenwich Ave & 8 Ave,Christopher St & Greenwich St,40.7390169121,-74.0026376103,11.821428571428571
27343,284,Greenwich Ave & 8 Ave,Broad St & Bridge St,40.7390169121,-74.0026376103,11.821428571428571
27344,284,Greenwich Ave & 8 Ave,W 49 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27347,284,Greenwich Ave & 8 Ave,W 27 St & 7 Ave,40.7390169121,-74.0026376103,11.821428571428571
27354,284,Greenwich Ave & 8 Ave,W 41 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27355,284,Greenwich Ave & 8 Ave,W 4 St & 7 Ave S,40.7390169121,-74.0026376103,11.821428571428571
27358,284,Greenwich Ave & 8 Ave,Madison St & Clinton St,40.7390169121,-74.0026376103,11.821428571428571
27360,284,Greenwich Ave & 8 Ave,University Pl & E 14 St,40.7390169121,-74.0026376103,11.821428571428571
27362,284,Greenwich Ave & 8 Ave,Washington Square E,40.7390169121,-74.0026376103,11.821428571428571
27363,284,Greenwich Ave & 8 Ave,10 Ave & W 28 St,40.7390169121,-74.0026376103,11.821428571428571
27364,284,Greenwich Ave & 8 Ave,9 Ave & W 18 St,40.7390169121,-74.0026376103,11.821428571428571
27365,284,Greenwich Ave & 8 Ave,W 13 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27367,284,Greenwich Ave & 8 Ave,E 32 St & Park Ave,40.7390169121,-74.0026376103,11.821428571428571
27369,284,Greenwich Ave & 8 Ave,Lexington Ave & E 24 St,40.7390169121,-74.0026376103,11.821428571428571
27370,284,Greenwich Ave & 8 Ave,St Marks Pl & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27371,284,Greenwich Ave & 8 Ave,Mott St & Prince St,40.7390169121,-74.0026376103,11.821428571428571
27372,284,Greenwich Ave & 8 Ave,Vesey Pl & River Terrace,40.7390169121,-74.0026376103,11.821428571428571
27374,284,Greenwich Ave & 8 Ave,9 Ave & W 22 St,40.7390169121,-74.0026376103,11.821428571428571
27375,284,Greenwich Ave & 8 Ave,W Houston St & Hudson St,40.7390169121,-74.0026376103,11.821428571428571
27376,284,Greenwich Ave & 8 Ave,E 40 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27380,284,Greenwich Ave & 8 Ave,E 10 St & Avenue A,40.7390169121,-74.0026376103,11.821428571428571
27381,284,Greenwich Ave & 8 Ave,Broadway & W 29 St,40.7390169121,-74.0026376103,11.821428571428571
27384,284,Greenwich Ave & 8 Ave,E 11 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27387,284,Greenwich Ave & 8 Ave,W 22 St & 10 Ave,40.7390169121,-74.0026376103,11.821428571428571
27388,284,Greenwich Ave & 8 Ave,W 17 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27389,284,Greenwich Ave & 8 Ave,W 31 St & 7 Ave,40.7390169121,-74.0026376103,11.821428571428571
27390,284,Greenwich Ave & 8 Ave,W 18 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27393,284,Greenwich Ave & 8 Ave,Park Pl & Church St,40.7390169121,-74.0026376103,11.821428571428571
27394,284,Greenwich Ave & 8 Ave,E 13 St & Avenue A,40.7390169121,-74.0026376103,11.821428571428571
27396,284,Greenwich Ave & 8 Ave,12 Ave & W 40 St,40.7390169121,-74.0026376103,11.821428571428571
27397,284,Greenwich Ave & 8 Ave,W 14 St & The High Line,40.7390169121,-74.0026376103,11.821428571428571
27398,284,Greenwich Ave & 8 Ave,W 26 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27399,284,Greenwich Ave & 8 Ave,8 Ave & W 31 St,40.7390169121,-74.0026376103,11.821428571428571
27401,284,Greenwich Ave & 8 Ave,Forsyth St & Broome St,40.7390169121,-74.0026376103,11.821428571428571
27404,284,Greenwich Ave & 8 Ave,West Thames St,40.7390169121,-74.0026376103,11.821428571428571
27405,284,Greenwich Ave & 8 Ave,W 38 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27406,284,Greenwich Ave & 8 Ave,Broadway & W 49 St,40.7390169121,-74.0026376103,11.821428571428571
27407,284,Greenwich Ave & 8 Ave,W 37 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27409,284,Greenwich Ave & 8 Ave,8 Ave & W 52 St,40.7390169121,-74.0026376103,11.821428571428571
27410,284,Greenwich Ave & 8 Ave,E 11 St & 1 Ave,40.7390169121,-74.0026376103,11.821428571428571
27413,284,Greenwich Ave & 8 Ave,Grand St & Greene St,40.7390169121,-74.0026376103,11.821428571428571
27414,284,Greenwich Ave & 8 Ave,Avenue D & E 12 St,40.7390169121,-74.0026376103,11.821428571428571
27415,284,Greenwich Ave & 8 Ave,Lexington Ave & E 26 St,40.7390169121,-74.0026376103,11.821428571428571
27417,284,Greenwich Ave & 8 Ave,Cliff St & Fulton St,40.7390169121,-74.0026376103,11.821428571428571
27418,284,Greenwich Ave & 8 Ave,W 56 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27419,284,Greenwich Ave & 8 Ave,W 45 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27421,284,Greenwich Ave & 8 Ave,W 20 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27424,284,Greenwich Ave & 8 Ave,E 25 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27425,284,Greenwich Ave & 8 Ave,E 16 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27427,284,Greenwich Ave & 8 Ave,W 49 St & 5 Ave,40.7390169121,-74.0026376103,11.821428571428571
27428,284,Greenwich Ave & 8 Ave,E 17 St & Broadway,40.7390169121,-74.0026376103,11.821428571428571
27429,284,Greenwich Ave & 8 Ave,Broadway & E 22 St,40.7390169121,-74.0026376103,11.821428571428571
27432,284,Greenwich Ave & 8 Ave,W 16 St & The High Line,40.7390169121,-74.0026376103,11.821428571428571
27439,284,Greenwich Ave & 8 Ave,Bialystoker Pl & Delancey St,40.7390169121,-74.0026376103,11.821428571428571
27441,284,Greenwich Ave & 8 Ave,W 29 St & 9 Ave,40.7390169121,-74.0026376103,11.821428571428571
27442,284,Greenwich Ave & 8 Ave,Allen St & E Houston St,40.7390169121,-74.0026376103,11.821428571428571
27443,284,Greenwich Ave & 8 Ave,W 45 St & 8 Ave,40.7390169121,-74.0026376103,11.821428571428571
27444,284,Greenwich Ave & 8 Ave,Pershing Square N,40.7390169121,-74.0026376103,11.821428571428571
27445,284,Greenwich Ave & 8 Ave,Sullivan St & Washington Sq,40.7390169121,-74.0026376103,11.821428571428571
27446,284,Greenwich Ave & 8 Ave,Liberty St & Broadway,40.7390169121,-74.0026376103,11.821428571428571
27451,284,Greenwich Ave & 8 Ave,E 2 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27452,284,Greenwich Ave & 8 Ave,E 6 St & Avenue B,40.7390169121,-74.0026376103,11.821428571428571
27453,284,Greenwich Ave & 8 Ave,Mercer St & Spring St,40.7390169121,-74.0026376103,11.821428571428571
27456,284,Greenwich Ave & 8 Ave,W 24 St & 7 Ave,40.7390169121,-74.0026376103,11.821428571428571
27457,284,Greenwich Ave & 8 Ave,5 Ave & E 29 St,40.7390169121,-74.0026376103,11.821428571428571
27458,284,Greenwich Ave & 8 Ave,1 Ave & E 15 St,40.7390169121,-74.0026376103,11.821428571428571
27460,284,Greenwich Ave & 8 Ave,9 Ave & W 16 St,40.7390169121,-74.0026376103,11.821428571428571
27464,284,Greenwich Ave & 8 Ave,John St & William St,40.7390169121,-74.0026376103,11.821428571428571
27471,284,Greenwich Ave & 8 Ave,E 4 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27473,284,Greenwich Ave & 8 Ave,Lafayette St & E 8 St,40.7390169121,-74.0026376103,11.821428571428571
27478,284,Greenwich Ave & 8 Ave,W 39 St & 9 Ave,40.7390169121,-74.0026376103,11.821428571428571
27479,284,Greenwich Ave & 8 Ave,Barrow St & Hudson St,40.7390169121,-74.0026376103,11.821428571428571
27482,284,Greenwich Ave & 8 Ave,Suffolk St & Stanton St,40.7390169121,-74.0026376103,11.821428571428571
27483,284,Greenwich Ave & 8 Ave,Lafayette St & Jersey St,40.7390169121,-74.0026376103,11.821428571428571
27484,284,Greenwich Ave & 8 Ave,Broadway & W 24 St,40.7390169121,-74.0026376103,11.821428571428571
27493,284,Greenwich Ave & 8 Ave,Pearl St & Hanover Square,40.7390169121,-74.0026376103,11.821428571428571
27497,284,Greenwich Ave & 8 Ave,Dean St & 4 Ave,40.7390169121,-74.0026376103,11.821428571428571
27500,284,Greenwich Ave & 8 Ave,Rivington St & Ridge St,40.7390169121,-74.0026376103,11.821428571428571
27503,284,Greenwich Ave & 8 Ave,E 15 St & 3 Ave,40.7390169121,-74.0026376103,11.821428571428571
27508,284,Greenwich Ave & 8 Ave,Lawrence St & Willoughby St,40.7390169121,-74.0026376103,11.821428571428571
27509,284,Greenwich Ave & 8 Ave,Duane St & Greenwich St,40.7390169121,-74.0026376103,11.821428571428571
27510,284,Greenwich Ave & 8 Ave,Mercer St & Bleecker St,40.7390169121,-74.0026376103,11.821428571428571
27515,284,Greenwich Ave & 8 Ave,W 25 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27516,284,Greenwich Ave & 8 Ave,E 47 St & 2 Ave,40.7390169121,-74.0026376103,11.821428571428571
27517,284,Greenwich Ave & 8 Ave,W Broadway & Spring St,40.7390169121,-74.0026376103,11.821428571428571
27521,284,Greenwich Ave & 8 Ave,E 2 St & Avenue B,40.7390169121,-74.0026376103,11.821428571428571
27524,284,Greenwich Ave & 8 Ave,Bank St & Washington St,40.7390169121,-74.0026376103,11.821428571428571
27525,284,Greenwich Ave & 8 Ave,Pershing Square S,40.7390169121,-74.0026376103,11.821428571428571
27541,284,Greenwich Ave & 8 Ave,W 43 St & 10 Ave,40.7390169121,-74.0026376103,11.821428571428571
27544,284,Greenwich Ave & 8 Ave,E 23 St & 1 Ave,40.7390169121,-74.0026376103,11.821428571428571
27557,284,Greenwich Ave & 8 Ave,Broadway & W 58 St,40.7390169121,-74.0026376103,11.821428571428571
27559,284,Greenwich Ave & 8 Ave,E 30 St & Park Ave S,40.7390169121,-74.0026376103,11.821428571428571
27562,284,Greenwich Ave & 8 Ave,W 47 St & 10 Ave,40.7390169121,-74.0026376103,11.821428571428571
27563,284,Greenwich Ave & 8 Ave,Canal St & Rutgers St,40.7390169121,-74.0026376103,11.821428571428571
27567,284,Greenwich Ave & 8 Ave,Greenwich St & Warren St,40.7390169121,-74.0026376103,11.821428571428571
27568,284,Greenwich Ave & 8 Ave,W 51 St & 6 Ave,40.7390169121,-74.0026376103,11.821428571428571
27571,284,Greenwich Ave & 8 Ave,Atlantic Ave & Fort Greene Pl,40.7390169121,-74.0026376103,11.821428571428571
27578,284,Greenwich Ave & 8 Ave,E 11 St & Broadway,40.7390169121,-74.0026376103,11.821428571428571
27581,284,Greenwich Ave & 8 Ave,Broadway & W 36 St,40.7390169121,-74.0026376103,11.821428571428571
27585,284,Greenwich Ave & 8 Ave,Howard St & Centre St,40.7390169121,-74.0026376103,11.821428571428571
27594,284,Greenwich Ave & 8 Ave,Great Jones St,40.7390169121,-74.0026376103,11.821428571428571
27599,284,Greenwich Ave & 8 Ave,E 37 St & Lexington Ave,40.7390169121,-74.0026376103,11.821428571428571
27604,284,Greenwich Ave & 8 Ave,Laight St & Hudson St,40.7390169121,-74.0026376103,11.821428571428571
27607,284,Greenwich Ave & 8 Ave,St Marks Pl & 1 Ave,40.7390169121,-74.0026376103,11.821428571428571
27610,284,Greenwich Ave & 8 Ave,W 52 St & 11 Ave,40.7390169121,-74.0026376103,11.821428571428571
27620,284,Greenwich Ave & 8 Ave,2 Ave & E 31 St,40.7390169121,-74.0026376103,11.821428571428571
27622,284,Greenwich Ave & 8 Ave,E 7 St & Avenue A,40.7390169121,-74.0026376103,11.821428571428571
27623,284,Greenwich Ave & 8 Ave,9 Ave & W 45 St,40.7390169121,-74.0026376103,11.821428571428571
27626,157,Henry St & Atlantic Ave,Clinton St & Joralemon St,40.69089272,-73.99612349,3.3333333333333335
27627,157,Henry St & Atlantic Ave,Dean St & 4 Ave,40.69089272,-73.99612349,3.3333333333333335
27628,157,Henry St & Atlantic Ave,Pearl St & Hanover Square,40.69089272,-73.99612349,3.3333333333333335
27629,157,Henry St & Atlantic Ave,Myrtle Ave & St Edwards St,40.69089272,-73.99612349,3.3333333333333335
27630,157,Henry St & Atlantic Ave,Lafayette Ave & Classon Ave,40.69089272,-73.99612349,3.3333333333333335
27631,157,Henry St & Atlantic Ave,Clinton St & Tillary St,40.69089272,-73.99612349,3.3333333333333335
27632,157,Henry St & Atlantic Ave,Spruce St & Nassau St,40.69089272,-73.99612349,3.3333333333333335
27633,157,Henry St & Atlantic Ave,Fulton St & Waverly Ave,40.69089272,-73.99612349,3.3333333333333335
27634,157,Henry St & Atlantic Ave,Clark St & Henry St,40.69089272,-73.99612349,3.3333333333333335
27635,157,Henry St & Atlantic Ave,Bond St & Schermerhorn St,40.69089272,-73.99612349,3.3333333333333335
27636,157,Henry St & Atlantic Ave,Henry St & Poplar St,40.69089272,-73.99612349,3.3333333333333335
27637,157,Henry St & Atlantic Ave,Montague St & Clinton St,40.69089272,-73.99612349,3.3333333333333335
27638,157,Henry St & Atlantic Ave,Hudson St & Reade St,40.69089272,-73.99612349,3.3333333333333335
27639,157,Henry St & Atlantic Ave,Park Pl & Church St,40.69089272,-73.99612349,3.3333333333333335
27642,157,Henry St & Atlantic Ave,Henry St & Atlantic Ave,40.69089272,-73.99612349,3.3333333333333335
27643,157,Henry St & Atlantic Ave,Jay St & Tech Pl,40.69089272,-73.99612349,3.3333333333333335
27644,157,Henry St & Atlantic Ave,W 11 St & 6 Ave,40.69089272,-73.99612349,3.3333333333333335
27645,157,Henry St & Atlantic Ave,Forsyth St & Canal St,40.69089272,-73.99612349,3.3333333333333335
27646,157,Henry St & Atlantic Ave,Old Fulton St,40.69089272,-73.99612349,3.3333333333333335
27648,157,Henry St & Atlantic Ave,Atlantic Ave & Furman St,40.69089272,-73.99612349,3.3333333333333335
27649,157,Henry St & Atlantic Ave,Columbia Heights & Cranberry St,40.69089272,-73.99612349,3.3333333333333335
27651,157,Henry St & Atlantic Ave,DeKalb Ave & S Portland Ave,40.69089272,-73.99612349,3.3333333333333335
27652,157,Henry St & Atlantic Ave,York St & Jay St,40.69089272,-73.99612349,3.3333333333333335
27653,157,Henry St & Atlantic Ave,Lawrence St & Willoughby St,40.69089272,-73.99612349,3.3333333333333335
27655,157,Henry St & Atlantic Ave,Front St & Washington St,40.69089272,-73.99612349,3.3333333333333335
27659,157,Henry St & Atlantic Ave,Lefferts Pl & Franklin Ave,40.69089272,-73.99612349,3.3333333333333335
27661,157,Henry St & Atlantic Ave,Water - Whitehall Plaza,40.69089272,-73.99612349,3.3333333333333335
27664,157,Henry St & Atlantic Ave,Flushing Ave & Carlton Ave,40.69089272,-73.99612349,3.3333333333333335
27667,157,Henry St & Atlantic Ave,Ashland Pl & Hanson Pl,40.69089272,-73.99612349,3.3333333333333335
27669,157,Henry St & Atlantic Ave,Liberty St & Broadway,40.69089272,-73.99612349,3.3333333333333335
27673,157,Henry St & Atlantic Ave,Hicks St & Montague St,40.69089272,-73.99612349,3.3333333333333335
27677,157,Henry St & Atlantic Ave,E 20 St & Park Ave,40.69089272,-73.99612349,3.3333333333333335
27679,157,Henry St & Atlantic Ave,Little West St & 1 Pl,40.69089272,-73.99612349,3.3333333333333335
27688,157,Henry St & Atlantic Ave,Johnson St & Gold St,40.69089272,-73.99612349,3.3333333333333335
27691,157,Henry St & Atlantic Ave,Front St & Gold St,40.69089272,-73.99612349,3.3333333333333335
27692,157,Henry St & Atlantic Ave,Atlantic Ave & Fort Greene Pl,40.69089272,-73.99612349,3.3333333333333335
27696,2002,Wythe Ave & Metropolitan Ave,E 7 St & Avenue A,40.716887,-73.963198,3.5833333333333335
27697,2002,Wythe Ave & Metropolitan Ave,E 47 St & 1 Ave,40.716887,-73.963198,3.5833333333333335
27698,2002,Wythe Ave & Metropolitan Ave,Washington Ave & Greene Ave,40.716887,-73.963198,3.5833333333333335
27699,2002,Wythe Ave & Metropolitan Ave,Ashland Pl & Hanson Pl,40.716887,-73.963198,3.5833333333333335
27700,2002,Wythe Ave & Metropolitan Ave,S 3 St & Bedford Ave,40.716887,-73.963198,3.5833333333333335
27701,2002,Wythe Ave & Metropolitan Ave,Duffield St & Willoughby St,40.716887,-73.963198,3.5833333333333335
27702,2002,Wythe Ave & Metropolitan Ave,Kent Ave & S 11 St,40.716887,-73.963198,3.5833333333333335
27703,2002,Wythe Ave & Metropolitan Ave,Clark St & Henry St,40.716887,-73.963198,3.5833333333333335
27704,2002,Wythe Ave & Metropolitan Ave,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,3.5833333333333335
27705,2002,Wythe Ave & Metropolitan Ave,Front St & Washington St,40.716887,-73.963198,3.5833333333333335
27706,2002,Wythe Ave & Metropolitan Ave,Mott St & Prince St,40.716887,-73.963198,3.5833333333333335
27707,2002,Wythe Ave & Metropolitan Ave,LaGuardia Pl & W 3 St,40.716887,-73.963198,3.5833333333333335
27708,2002,Wythe Ave & Metropolitan Ave,Broadway & Berry St,40.716887,-73.963198,3.5833333333333335
27709,2002,Wythe Ave & Metropolitan Ave,Johnson St & Gold St,40.716887,-73.963198,3.5833333333333335
27710,2002,Wythe Ave & Metropolitan Ave,W Broadway & Spring St,40.716887,-73.963198,3.5833333333333335
27712,2002,Wythe Ave & Metropolitan Ave,Clinton St & Grand St,40.716887,-73.963198,3.5833333333333335
27713,2002,Wythe Ave & Metropolitan Ave,Stanton St & Mangin St,40.716887,-73.963198,3.5833333333333335
27716,2002,Wythe Ave & Metropolitan Ave,Front St & Gold St,40.716887,-73.963198,3.5833333333333335
27717,2002,Wythe Ave & Metropolitan Ave,Rivington St & Ridge St,40.716887,-73.963198,3.5833333333333335
27718,2002,Wythe Ave & Metropolitan Ave,Nassau St & Navy St,40.716887,-73.963198,3.5833333333333335
27721,2002,Wythe Ave & Metropolitan Ave,York St & Jay St,40.716887,-73.963198,3.5833333333333335
27722,2002,Wythe Ave & Metropolitan Ave,Cumberland St & Lafayette Ave,40.716887,-73.963198,3.5833333333333335
27723,2002,Wythe Ave & Metropolitan Ave,8 Ave & W 31 St,40.716887,-73.963198,3.5833333333333335
27724,2002,Wythe Ave & Metropolitan Ave,Washington Square E,40.716887,-73.963198,3.5833333333333335
27725,2002,Wythe Ave & Metropolitan Ave,E 17 St & Broadway,40.716887,-73.963198,3.5833333333333335
27727,2002,Wythe Ave & Metropolitan Ave,E 10 St & Avenue A,40.716887,-73.963198,3.5833333333333335
27728,2002,Wythe Ave & Metropolitan Ave,Pershing Square S,40.716887,-73.963198,3.5833333333333335
27729,2002,Wythe Ave & Metropolitan Ave,Suffolk St & Stanton St,40.716887,-73.963198,3.5833333333333335
27731,2002,Wythe Ave & Metropolitan Ave,Allen St & E Houston St,40.716887,-73.963198,3.5833333333333335
27732,2002,Wythe Ave & Metropolitan Ave,S 5 Pl & S 4 St,40.716887,-73.963198,3.5833333333333335
27733,2002,Wythe Ave & Metropolitan Ave,Metropolitan Ave & Bedford Ave,40.716887,-73.963198,3.5833333333333335
27736,2002,Wythe Ave & Metropolitan Ave,MacDougal St & Washington Sq,40.716887,-73.963198,3.5833333333333335
27737,2002,Wythe Ave & Metropolitan Ave,Broadway & W 24 St,40.716887,-73.963198,3.5833333333333335
27738,2002,Wythe Ave & Metropolitan Ave,Lafayette Ave & Classon Ave,40.716887,-73.963198,3.5833333333333335
27739,2002,Wythe Ave & Metropolitan Ave,W 11 St & 6 Ave,40.716887,-73.963198,3.5833333333333335
27740,2002,Wythe Ave & Metropolitan Ave,Great Jones St,40.716887,-73.963198,3.5833333333333335
27741,2002,Wythe Ave & Metropolitan Ave,Lefferts Pl & Franklin Ave,40.716887,-73.963198,3.5833333333333335
27743,2002,Wythe Ave & Metropolitan Ave,Allen St & Rivington St,40.716887,-73.963198,3.5833333333333335
27744,2002,Wythe Ave & Metropolitan Ave,Clinton Ave & Flushing Ave,40.716887,-73.963198,3.5833333333333335
27746,2002,Wythe Ave & Metropolitan Ave,E 2 St & Avenue C,40.716887,-73.963198,3.5833333333333335
27748,2002,Wythe Ave & Metropolitan Ave,Willoughby Ave & Walworth St,40.716887,-73.963198,3.5833333333333335
27749,2002,Wythe Ave & Metropolitan Ave,Grand St & Havemeyer St,40.716887,-73.963198,3.5833333333333335
27750,2002,Wythe Ave & Metropolitan Ave,Rivington St & Chrystie St,40.716887,-73.963198,3.5833333333333335
27751,2002,Wythe Ave & Metropolitan Ave,Sands St & Gold St,40.716887,-73.963198,3.5833333333333335
27755,2002,Wythe Ave & Metropolitan Ave,Clermont Ave & Lafayette Ave,40.716887,-73.963198,3.5833333333333335
27756,2002,Wythe Ave & Metropolitan Ave,Flushing Ave & Carlton Ave,40.716887,-73.963198,3.5833333333333335
27758,2002,Wythe Ave & Metropolitan Ave,Clinton St & Tillary St,40.716887,-73.963198,3.5833333333333335
27761,2002,Wythe Ave & Metropolitan Ave,E 15 St & 3 Ave,40.716887,-73.963198,3.5833333333333335
27762,2002,Wythe Ave & Metropolitan Ave,Henry St & Grand St,40.716887,-73.963198,3.5833333333333335
27764,2002,Wythe Ave & Metropolitan Ave,Bedford Ave & S 9th St,40.716887,-73.963198,3.5833333333333335
27767,2002,Wythe Ave & Metropolitan Ave,E 59 St & Sutton Pl,40.716887,-73.963198,3.5833333333333335
27768,2002,Wythe Ave & Metropolitan Ave,Bialystoker Pl & Delancey St,40.716887,-73.963198,3.5833333333333335
27772,2002,Wythe Ave & Metropolitan Ave,Greenwich St & N Moore St,40.716887,-73.963198,3.5833333333333335
